search_term,status,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_text,match_type,impressions,clicks,cost,conversions,conversion_value,ctr,cpc,is_brand_term,expected_ad_group,actual_ad_group,issue_type,priority,recommendation
marketplaces b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,1,45.02,0.0,0.0,100.0,45.02,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [marketplaces b2b] as negative to [NB - General B2B] to route to [B2B EComm]
online b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [online b2b marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
online b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [online b2b marketplaces] as negative to [NB - General B2B] to route to [B2B EComm]
plataforma b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [plataforma b2b] as negative to [NB - General B2B] to route to [B2B EComm]
plataformas b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [plataformas b2b] as negative to [NB - General B2B] to route to [B2B EComm]
plateforme b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [plateforme b2b] as negative to [NB - General B2B] to route to [B2B EComm]
platforms for b2b marketing,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [platforms for b2b marketing] as negative to [NB - General B2B] to route to [B2B EComm]
top b2b ecommerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,5,1,13.88,0.0,0.0,20.0,13.88,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [top b2b ecommerce platforms] as negative to [NB - General B2B] to route to [B2B EComm]
what is a b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [what is a b2b ecommerce platform] as negative to [NB - General B2B] to route to [B2B EComm]
inventory management multiple locations,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,2,1,54.25,0.0,0.0,50.0,54.25,False,OMS,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [inventory management multiple locations] as negative to [NB - General B2B] to route to [OMS]
inventory management software multiple locations,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [inventory management software multiple locations] as negative to [NB - General B2B] to route to [OMS]
multi channel inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,9,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [multi channel inventory management] as negative to [NB - General B2B] to route to [OMS]
multi channel inventory management system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [multi channel inventory management system] as negative to [NB - General B2B] to route to [OMS]
multi inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [multi inventory management] as negative to [NB - General B2B] to route to [OMS]
multi location inventory management,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [multi location inventory management] as negative to [NB - General B2B] to route to [OMS]
multi location inventory management software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [multi location inventory management software] as negative to [NB - General B2B] to route to [OMS]
multi location warehouse management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,2,1,72.31,0.0,0.0,50.0,72.31,False,OMS,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [multi location warehouse management] as negative to [NB - General B2B] to route to [OMS]
multi locations inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [multi locations inventory management] as negative to [NB - General B2B] to route to [OMS]
multiple location inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [multiple location inventory management] as negative to [NB - General B2B] to route to [OMS]
b2b customer portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b customer portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online ordering,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online ordering] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online ordering platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online ordering platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online ordering portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online ordering portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online ordering system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,4,1,31.96,0.0,0.0,25.0,31.96,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online ordering system] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online shopping,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online shopping] as negative to [NB - General B2B] to route to [B2B EComm]
b2b order portal,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b order portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ordering,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,7,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ordering] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ordering platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ordering platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ordering portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,9,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ordering portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ordering system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,1,123.58,0.0,0.0,50.0,123.58,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ordering system] as negative to [NB - General B2B] to route to [B2B EComm]
b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,47,1,19.44,0.0,0.0,2.13,19.44,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b procurement platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b procurement platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b sales portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b sales portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b shop online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,1,16.54,0.0,0.0,50.0,16.54,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b shop online] as negative to [NB - General B2B] to route to [B2B EComm]
b2b webshop,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b webshop] as negative to [NB - General B2B] to route to [B2B EComm]
portal b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [portal b2b] as negative to [NB - General B2B] to route to [B2B EComm]
b2b commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,15,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b commerce] as negative to [NB - General B2B] to route to [B2B EComm]
b2b commerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b commerce platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b e commerce] as negative to [NB - General B2B] to route to [B2B EComm]
b2b e commerce sales,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b e commerce sales] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,8,1,56.75,0.0,0.0,12.5,56.75,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce business,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce business] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce company,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,1,9.72,0.0,0.0,100.0,9.72,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce company] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce sales,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce sales] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce services,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,4,1,78.55,0.0,0.0,25.0,78.55,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce services] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,28,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online business,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online business] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online services] as negative to [NB - General B2B] to route to [B2B EComm]
b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b shopping,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b shopping] as negative to [NB - General B2B] to route to [B2B EComm]
e b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [e b2b] as negative to [NB - General B2B] to route to [B2B EComm]
ecommerce and b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [ecommerce and b2b] as negative to [NB - General B2B] to route to [B2B EComm]
ecommerce b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [ecommerce b2b] as negative to [NB - General B2B] to route to [B2B EComm]
enterprise b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [enterprise b2b ecommerce] as negative to [NB - General B2B] to route to [B2B EComm]
b2b business portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b business portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketplace websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketplace websites] as negative to [NB - General B2B] to route to [B2B EComm]
b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b provider portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,13,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b provider portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b sales portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b sales portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b vendor portal,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b vendor portal] as negative to [NB - General B2B] to route to [B2B EComm]
portail b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b vendor portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [portail b2b] as negative to [NB - General B2B] to route to [B2B EComm]
b2b buyer portal,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b buyer portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b buyer portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b en ligne,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b en ligne] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,19,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ordering portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ordering portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,67,1,46.67,0.0,0.0,1.49,46.67,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b web platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b web platform] as negative to [NB - General B2B] to route to [B2B EComm]
web b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b digital portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [web b2b] as negative to [NB - General B2B] to route to [B2B EComm]
distribution inventory management,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [distribution inventory management] as negative to [NB - Distributors] to route to [OMS]
distribution inventory management software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [distribution inventory management software] as negative to [NB - Distributors] to route to [OMS]
distribution inventory management system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [distribution inventory management system] as negative to [NB - Distributors] to route to [OMS]
distributor inventory management software,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [distributor inventory management software] as negative to [NB - Distributors] to route to [OMS]
inventory management for distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [inventory management for distributors] as negative to [NB - Distributors] to route to [OMS]
inventory management software for distribution,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [inventory management software for distribution] as negative to [NB - Distributors] to route to [OMS]
distributed order management,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,46,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [distributed order management] as negative to [NB - Distributors] to route to [OMS]
distributed order management dom,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,5,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [distributed order management dom] as negative to [NB - Distributors] to route to [OMS]
distributed order management system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [distributed order management system] as negative to [NB - Distributors] to route to [OMS]
distributed order management systems,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,2,1,177.89,0.0,0.0,50.0,177.89,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [distributed order management systems] as negative to [NB - Distributors] to route to [OMS]
distribution order management,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [distribution order management] as negative to [NB - Distributors] to route to [OMS]
distributor order management system,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [distributor order management system] as negative to [NB - Distributors] to route to [OMS]
oms dom,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [oms dom] as negative to [NB - Distributors] to route to [OMS]
what is distributed order management,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distribution order management system,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,OMS,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [what is distributed order management] as negative to [NB - Distributors] to route to [OMS]
b2b distributors ecommerce,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor b2b portal,EXACT,1,1,21.36,0.0,0.0,100.0,21.36,False,B2B EComm,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [b2b distributors ecommerce] as negative to [NB - Distributors] to route to [B2B EComm]
b2b ecommerce for distributors,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor b2b portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce for distributors] as negative to [NB - Distributors] to route to [B2B EComm]
b2b sales portal,NONE,22740783748,Search - NonBrand,186344145054,NB - Distributors,distributor b2b portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - Distributors,INTENT_MISMATCH,LOW,Consider adding [b2b sales portal] as negative to [NB - Distributors] to route to [B2B EComm]
