search_term,status,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_text,match_type,impressions,clicks,cost,conversions,conversion_value,ctr,cpc,is_brand_term
best b2b ecommerce websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
best b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
best b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,6,0,0.0,0.0,0.0,0.0,0,False
best b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,4,0,0.0,0.0,0.0,0.0,0,False
best b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,10,0,0.0,0.0,0.0,0.0,0,False
best b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
best b2b product websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
best b2b service websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,4,0,0.0,0.0,0.0,0.0,0,False
best b2b software websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,6,0,0.0,0.0,0.0,0.0,0,False
best b2b websites,EXCLUDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,75,5,213.74,0.0,0.0,6.67,42.75,False
best b2b websites in the world,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
best b2b wholesale platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
best ecommerce for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
best ecommerce platform for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
best ecommerce platforms for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
best in class b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
best online b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
best platform for b2b marketing,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,4,0,0.0,0.0,0.0,0.0,0,False
best platforms for b2b marketing,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
ecommerce b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
great b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
online b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
the best b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,7,0,0.0,0.0,0.0,0.0,0,False
top 10 b2b ecommerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,1,53.91,0.0,0.0,50.0,53.91,False
top b to b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
top b2b ecommerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
top b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,6,0,0.0,0.0,0.0,0.0,0,False
top b2b marketplaces in the world,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
top b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,12,0,0.0,0.0,0.0,0.0,0,False
top b2b websites in the world,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
top b2b wholesale websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,17,2,44.97,0.0,0.0,11.76,22.48,False
b to b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b to b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b best platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b commerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,7,0,0.0,0.0,0.0,0.0,0,False
b2b e commerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,3,2,132.21,0.0,0.0,66.67,66.11,False
b2b e commerce system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,24,1,25.62,0.0,0.0,4.17,25.62,False
b2b ecommerce marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,8,0,0.0,0.0,0.0,0.0,0,False
b2b ecommerce platforms,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,40,1,113.12,0.0,0.0,2.5,113.12,False
b2b ecommerce software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b ecommerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b ecommerce store,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b ecommerce system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b ecommerce websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b ecommerce world,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,6,0,0.0,0.0,0.0,0.0,0,False
b2b en ligne,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b marketing place,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,28,1,21.75,0.0,0.0,3.57,21.75,False
b2b marketplace platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b marketplace platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,12,2,197.87,0.0,0.0,16.67,98.93,False
b2b online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,4,0,0.0,0.0,0.0,0.0,0,False
b2b onlineshop software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b ordering platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,36,1,26.54,0.0,0.0,2.78,26.54,False
b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,23,1,85.43,0.0,0.0,4.35,85.43,False
b2b retail platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b sales platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,6,0,0.0,0.0,0.0,0.0,0,False
b2b side,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b trading platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b web shop,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b webshop,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b webstore,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b wholesale platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
best b to b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
best b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
best b2b ecommerce websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,9,0,0.0,0.0,0.0,0.0,0,False
best b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
best b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
best ecommerce platforms for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
btb platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
business to business e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
business to business ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
business to business platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
e commerce business to business b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
eb2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
ecommerce b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
ecommerce for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
global b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
marketplace b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
marketplaces b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,1,45.02,0.0,0.0,100.0,45.02,False
online b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
online b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
plataforma b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
plataformas b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
plateforme b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
platforms for b2b marketing,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
top b2b ecommerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,5,1,13.88,0.0,0.0,20.0,13.88,False
what is a b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
best ecommerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
best ecommerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
commerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
commerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,7,0,0.0,0.0,0.0,0.0,0,False
complete e commerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
complete ecommerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
digital commerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,6,0,0.0,0.0,0.0,0.0,0,False
digital commerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
digital commerce service,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
digital commerce services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,5,2,79.66,0.0,0.0,40.0,39.83,False
digital commerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
digital commerce solutions,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,9,0,0.0,0.0,0.0,0.0,0,False
digital ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
digital ecommerce services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
e commerce business solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,6,0,0.0,0.0,0.0,0.0,0,False
e commerce service,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
e commerce services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,18,0,0.0,0.0,0.0,0.0,0,False
e commerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,4,0,0.0,0.0,0.0,0.0,0,False
e commerce solution providers,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
e commerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,33,0,0.0,0.0,0.0,0.0,0,False
e commerce solutions company,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
e commerce solutions providers,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
ecommerce business solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
ecommerce business solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,5,0,0.0,0.0,0.0,0.0,0,False
ecommerce business solutions and systems,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
ecommerce online solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
ecommerce services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,5,1,11.33,0.0,0.0,20.0,11.33,False
ecommerce software solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,5,0,0.0,0.0,0.0,0.0,0,False
ecommerce solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,10,0,0.0,0.0,0.0,0.0,0,False
ecommerce solution providers,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
ecommerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,47,1,6.01,0.0,0.0,2.13,6.01,False
ecommerce technology solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
online business solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
online commerce software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
online store solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,5,0,0.0,0.0,0.0,0.0,0,False
solution de commerce électronique,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
solution de vente en ligne,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
solutions for ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
technology solutions in e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
web shop solution,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,digital commerce solutions,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
inventory management multiple locations,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,2,1,54.25,0.0,0.0,50.0,54.25,False
inventory management software multiple locations,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
inventory multiple locations,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,4,1,68.58,0.0,0.0,25.0,68.58,False
manage inventory across multiple channels,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
multi channel inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,9,0,0.0,0.0,0.0,0.0,0,False
multi channel inventory management system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
multi inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
multi location inventory,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,23,1,196.94,0.0,0.0,4.35,196.94,False
multi location inventory management,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
multi location inventory management software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,5,0,0.0,0.0,0.0,0.0,0,False
multi location stock info,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,1,27.91,0.0,0.0,33.33,27.91,False
multi location warehouse management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,2,1,72.31,0.0,0.0,50.0,72.31,False
multi locations inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
multiple location inventory management,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,multi location inventory management,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
b2b customer portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,5,0,0.0,0.0,0.0,0.0,0,False
b2b online ordering,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False
b2b online ordering platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b online ordering portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b online ordering system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,4,1,31.96,0.0,0.0,25.0,31.96,False
b2b online shopping,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b order portal,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,3,0,0.0,0.0,0.0,0.0,0,False
b2b ordering,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,7,0,0.0,0.0,0.0,0.0,0,False
b2b ordering platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,4,0,0.0,0.0,0.0,0.0,0,False
b2b ordering portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,9,0,0.0,0.0,0.0,0.0,0,False
b2b ordering system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,1,123.58,0.0,0.0,50.0,123.58,False
b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,47,1,19.44,0.0,0.0,2.13,19.44,False
b2b procurement platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b sales portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b shop online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,2,1,16.54,0.0,0.0,50.0,16.54,False
b2b webshop,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
business to business portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
portal b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b order portal,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b to b commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b to b services,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,15,0,0.0,0.0,0.0,0.0,0,False
b2b commerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
b2b e commerce sales,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,1,0,0.0,0.0,0.0,0.0,0,False
b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,8,1,56.75,0.0,0.0,12.5,56.75,False
b2b ecommerce business,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce services,EXACT,2,0,0.0,0.0,0.0,0.0,0,False
